Kreise;Insgesamt;Männlich;Weiblich
0       Niedersachsen            ;;;
 ;;;
            81 - 82;1087;461;626
            82 - 83;1043;446;597
            83 - 84;828;325;503
            84 - 85;597;217;380
            85 - 86;584;228;356
            86 - 87;534;192;342
            87 - 88;499;156;343
            88 - 89;429;141;288
            89 - 90;415;123;292
            90 - 91;324;87;237
            91 - 92;285;80;205
            92 - 93;254;49;205
            93 - 94;180;33;147
            94 - 95;144;28;116
            95 - 96;95;17;78
            96 - 97;93;19;74
            97 - 98;69;20;49
            98 - 99;35;8;27
            99 - 100;16;3;13
            100 und älter;39;9;30
404     Osnabrück,Stadt          ;;;
 ;;;
            Insgesamt;164374;79505;84869
 ;;;
             0 -  1;1631;809;822
             1 -  2;1525;778;747
             2 -  3;1429;716;713
             3 -  4;1380;685;695
             4 -  5;1351;713;638
             5 -  6;1331;688;643
             6 -  7;1316;648;668
             7 -  8;1315;689;626
             8 -  9;1328;687;641
             9 - 10;1369;696;673
            10 - 11;1324;672;652
            11 - 12;1307;683;624
            12 - 13;1273;674;599
            13 - 14;1322;684;638
            14 - 15;1275;635;640
            15 - 16;1342;723;619
            16 - 17;1328;669;659
            17 - 18;1508;784;724
            18 - 19;1692;880;812
            19 - 20;2230;1066;1164
            20 - 21;2833;1242;1591
            21 - 22;3111;1384;1727
            22 - 23;3182;1470;1712
            23 - 24;3270;1568;1702
            24 - 25;3366;1601;1765
            25 - 26;3389;1700;1689
            26 - 27;3240;1620;1620
            27 - 28;3210;1605;1605
            28 - 29;2943;1543;1400
            29 - 30;2824;1507;1317
            30 - 31;2603;1350;1253
            31 - 32;2552;1344;1208
            32 - 33;2374;1235;1139
            33 - 34;2280;1166;1114
            34 - 35;2184;1109;1075
            35 - 36;2143;1049;1094
            36 - 37;2117;1079;1038
            37 - 38;2090;1056;1034
            38 - 39;1917;1000;917
            39 - 40;1835;933;902
            40 - 41;1871;975;896
            41 - 42;1806;878;928
            42 - 43;1742;874;868
            43 - 44;1818;907;911
            44 - 45;2000;967;1033
            45 - 46;1930;931;999
            46 - 47;2168;1109;1059
            47 - 48;2213;1089;1124
            48 - 49;2285;1163;1122
            49 - 50;2433;1227;1206
            50 - 51;2391;1191;1200
            51 - 52;2442;1255;1187
            52 - 53;2373;1202;1171
            53 - 54;2391;1181;1210
            54 - 55;2258;1109;1149
            55 - 56;2197;1075;1122
            56 - 57;2195;1089;1106
            57 - 58;2136;1080;1056
            58 - 59;2089;1012;1077
            59 - 60;2024;977;1047
            60 - 61;1898;934;964
            61 - 62;1837;869;968
            62 - 63;1804;862;942
            63 - 64;1737;823;914
            64 - 65;1590;744;846
            65 - 66;1648;747;901
            66 - 67;1563;730;833
            67 - 68;1603;756;847
            68 - 69;1491;698;793
            69 - 70;1343;667;676
            70 - 71;1328;607;721
            71 - 72;1300;590;710
            72 - 73;957;427;530
            73 - 74;1298;591;707
            74 - 75;1319;583;736
            75 - 76;1260;564;696
            76 - 77;1536;662;874
            77 - 78;1574;691;883
            78 - 79;1515;629;886
            79 - 80;1403;555;848
            80 - 81;1338;552;786
            81 - 82;1143;449;694
            82 - 83;1074;402;672
            83 - 84;958;351;607
            84 - 85;719;267;452
            85 - 86;649;240;409
            86 - 87;632;228;404
            87 - 88;569;169;400
            88 - 89;500;173;327
            89 - 90;431;136;295
            90 - 91;371;117;254
            91 - 92;293;68;225
            92 - 93;268;66;202
            93 - 94;189;44;145
            94 - 95;130;27;103
            95 - 96;111;19;92
            96 - 97;91;21;70
            97 - 98;63;13;50
            98 - 99;14;-;14
            99 - 100;13;1;12
            100 und älter;13;2;11
405     Wilhelmshaven,Stadt      ;;;
 ;;;
            Insgesamt;76316;37572;38744
 ;;;
             0 -  1;723;376;347
             1 -  2;690;350;340
             2 -  3;604;302;302
             3 -  4;621;317;304
             4 -  5;554;300;254
             5 -  6;573;284;289
             6 -  7;558;284;274
             7 -  8;595;294;301
             8 -  9;551;281;270
             9 - 10;582;296;286
            10 - 11;577;317;260
            11 - 12;562;304;258
            12 - 13;590;295;295
            13 - 14;575;273;302
            14 - 15;639;340;299
            15 - 16;568;271;297
            16 - 17;672;359;313
            17 - 18;681;356;325
            18 - 19;775;391;384
            19 - 20;827;413;414
            20 - 21;1022;516;506
            21 - 22;1034;522;512
            22 - 23;1113;558;555
            23 - 24;1132;651;481
            24 - 25;1150;617;533
            25 - 26;1228;724;504
            26 - 27;1147;654;493
            27 - 28;1122;662;460
            28 - 29;1049;606;443
            29 - 30;1058;615;443
            30 - 31;1040;595;445
            31 - 32;866;442;424
            32 - 33;761;344;417
            33 - 34;726;323;403
            34 - 35;705;368;337
            35 - 36;746;376;370
            36 - 37;762;439;323
            37 - 38;785;390;395
            38 - 39;691;348;343
            39 - 40;677;351;326
            40 - 41;697;360;337
            41 - 42;719;373;346
            42 - 43;679;349;330
            43 - 44;745;364;381
            44 - 45;675;344;331
            45 - 46;738;350;388
            46 - 47;943;497;446
            47 - 48;930;469;461
            48 - 49;1091;554;537
            49 - 50;1150;594;556
            50 - 51;1156;572;584
            51 - 52;1235;599;636
            52 - 53;1232;597;635
            53 - 54;1272;631;641
            54 - 55;1249;634;615
            55 - 56;1241;603;638
            56 - 57;1225;590;635
            57 - 58;1092;517;575
            58 - 59;1096;541;555
            59 - 60;1011;488;523
            60 - 61;1039;493;546
            61 - 62;1011;496;515
            62 - 63;943;443;500
            63 - 64;920;430;490
            64 - 65;911;421;490
            65 - 66;931;429;502
            66 - 67;993;458;535
            67 - 68;1016;482;534
            68 - 69;1025;495;530
            69 - 70;992;470;522
            70 - 71;839;409;430
            71 - 72;908;424;484
            72 - 73;682;319;363
            73 - 74;879;398;481
            74 - 75;899;417;482
            75 - 76;914;443;471
            76 - 77;1043;457;586
            77 - 78;1123;507;616
            78 - 79;1023;458;565
            79 - 80;937;450;487
            80 - 81;867;380;487
            81 - 82;760;336;424
            82 - 83;687;287;400
            83 - 84;589;232;357
            84 - 85;425;164;261
            85 - 86;372;153;219
            86 - 87;323;104;219
            87 - 88;337;110;227
            88 - 89;285;88;197
            89 - 90;260;65;195
            90 - 91;211;73;138
            91 - 92;170;44;126
            92 - 93;138;42;96
            93 - 94;98;20;78
            94 - 95;82;18;64
            95 - 96;70;10;60
            96 - 97;44;7;37
            97 - 98;28;5;23
            98 - 99;12;1;11
            99 - 100;6;-;6
            100 und älter;17;4;13
451     Ammerland                ;;;
 ;;;
            Insgesamt;123377;60385;62992
 ;;;
             0 -  1;1072;529;543
             1 -  2;1161;605;556
             2 -  3;1140;630;510
             3 -  4;1153;602;551
             4 -  5;1050;518;532
             5 -  6;1117;549;568
             6 -  7;1107;568;539
             7 -  8;1134;575;559
             8 -  9;1111;563;548
             9 - 10;1137;601;536
            10 - 11;1139;592;547
            11 - 12;1167;600;567
            12 - 13;1234;642;592
            13 - 14;1228;599;629
            14 - 15;1344;729;615
            15 - 16;1341;676;665
            16 - 17;1396;718;678
            17 - 18;1453;774;679
            18 - 19;1480;792;688
            19 - 20;1402;746;656
            20 - 21;1375;705;670
            21 - 22;1274;721;553
            22 - 23;1134;626;508
            23 - 24;1160;597;563
            24 - 25;1250;657;593
            25 - 26;1181;602;579
            26 - 27;1214;598;616
            27 - 28;1292;653;639
            28 - 29;1231;574;657
            29 - 30;1350;687;663
            30 - 31;1285;633;652
            31 - 32;1325;656;669
            32 - 33;1252;620;632
            33 - 34;1270;628;642
            34 - 35;1331;648;683
            35 - 36;1406;701;705
            36 - 37;1354;667;687
            37 - 38;1400;689;711
            38 - 39;1288;623;665
            39 - 40;1412;690;722
            40 - 41;1371;649;722
            41 - 42;1378;675;703
            42 - 43;1377;644;733
            43 - 44;1395;723;672
            44 - 45;1459;701;758
            45 - 46;1644;812;832
            46 - 47;1785;881;904
            47 - 48;1942;936;1006
            48 - 49;2088;1044;1044
            49 - 50;2126;1054;1072
            50 - 51;2170;1057;1113
            51 - 52;2258;1144;1114
            52 - 53;2198;1095;1103
            53 - 54;2239;1094;1145
            54 - 55;2096;1055;1041
            55 - 56;2087;1020;1067
            56 - 57;2100;1012;1088
            57 - 58;1936;948;988
            58 - 59;1772;880;892
            59 - 60;1732;835;897
            60 - 61;1705;834;871
            61 - 62;1607;788;819
            62 - 63;1574;746;828
            63 - 64;1531;751;780
            64 - 65;1536;720;816
            65 - 66;1585;742;843
            66 - 67;1507;725;782
            67 - 68;1640;775;865
            68 - 69;1598;764;834
            69 - 70;1387;663;724
            70 - 71;1373;675;698
            71 - 72;1208;612;596
            72 - 73;930;445;485
            73 - 74;1199;583;616
            74 - 75;1238;579;659
            75 - 76;1210;551;659
            76 - 77;1458;677;781
            77 - 78;1482;696;786
            78 - 79;1469;670;799
            79 - 80;1363;628;735
            80 - 81;1102;490;612
            81 - 82;1008;430;578
            82 - 83;939;417;522
            83 - 84;747;309;438
            84 - 85;572;248;324
            85 - 86;505;185;320
            86 - 87;437;166;271
            87 - 88;461;153;308
            88 - 89;330;116;214
            89 - 90;322;124;198
            90 - 91;275;90;185
            91 - 92;186;61;125
            92 - 93;168;36;132
            93 - 94;116;33;83
            94 - 95;100;25;75
            95 - 96;71;17;54
            96 - 97;56;9;47
            97 - 98;36;6;30
            98 - 99;20;3;17
            99 - 100;7;-;7
            100 und älter;16;1;15
452     Aurich                   ;;;
 ;;;
            Insgesamt;189949;93703;96246
 ;;;
             0 -  1;1707;864;843
             1 -  2;1625;865;760
             2 -  3;1627;858;769
             3 -  4;1597;831;766
             4 -  5;1595;827;768
             5 -  6;1637;830;807
             6 -  7;1593;813;780
             7 -  8;1652;833;819
             8 -  9;1600;864;736
             9 - 10;1683;892;791
            10 - 11;1783;954;829
            11 - 12;1722;909;813
            12 - 13;1745;899;846
            13 - 14;1901;994;907
            14 - 15;1890;936;954
            15 - 16;2033;1082;951
            16 - 17;2159;1060;1099
            17 - 18;2268;1167;1101
            18 - 19;2285;1224;1061
            19 - 20;2242;1173;1069
            20 - 21;2229;1187;1042
            21 - 22;2256;1211;1045
            22 - 23;2031;1057;974
            23 - 24;2004;1076;928
            24 - 25;2046;1155;891
            25 - 26;2059;1125;934
            26 - 27;2002;1036;966
            27 - 28;2094;1114;980
            28 - 29;2132;1111;1021
            29 - 30;2119;1122;997
            30 - 31;2200;1162;1038
            31 - 32;2024;1023;1001
            32 - 33;1885;958;927
            33 - 34;1892;979;913
            34 - 35;1933;990;943
            35 - 36;1923;947;976
            36 - 37;2058;1016;1042
            37 - 38;2040;1013;1027
            38 - 39;2060;1029;1031
            39 - 40;1910;958;952
            40 - 41;1991;986;1005
            41 - 42;2048;1032;1016
            42 - 43;2092;1082;1010
            43 - 44;2136;1059;1077
            44 - 45;2271;1148;1123
            45 - 46;2553;1247;1306
            46 - 47;2841;1389;1452
            47 - 48;2977;1418;1559
            48 - 49;3203;1612;1591
            49 - 50;3213;1576;1637
            50 - 51;3230;1626;1604
            51 - 52;3305;1682;1623
            52 - 53;3416;1657;1759
            53 - 54;3319;1622;1697
            54 - 55;3266;1607;1659
            55 - 56;3152;1516;1636
            56 - 57;3091;1492;1599
            57 - 58;3009;1512;1497
            58 - 59;2954;1399;1555
            59 - 60;2834;1358;1476
            60 - 61;2703;1300;1403
            61 - 62;2675;1299;1376
            62 - 63;2591;1246;1345
            63 - 64;2549;1237;1312
            64 - 65;2477;1179;1298
            65 - 66;2602;1282;1320
            66 - 67;2576;1235;1341
            67 - 68;2649;1270;1379
            68 - 69;2660;1338;1322
            69 - 70;2385;1202;1183
            70 - 71;2147;1041;1106
            71 - 72;2151;1032;1119
            72 - 73;1424;693;731
            73 - 74;1825;867;958
            74 - 75;1805;895;910
            75 - 76;1768;835;933
            76 - 77;1994;919;1075
            77 - 78;2175;982;1193
            78 - 79;1995;874;1121
            79 - 80;1778;757;1021
            80 - 81;1565;677;888
            81 - 82;1392;617;775
            82 - 83;1240;466;774
            83 - 84;1082;447;635
            84 - 85;884;340;544
            85 - 86;788;283;505
            86 - 87;759;282;477
            87 - 88;675;238;437
            88 - 89;571;184;387
            89 - 90;469;140;329
            90 - 91;360;102;258
            91 - 92;298;85;213
            92 - 93;259;67;192
            93 - 94;199;52;147
            94 - 95;97;22;75
            95 - 96;91;19;72
            96 - 97;70;13;57
            97 - 98;34;13;21
            98 - 99;15;3;12
            99 - 100;9;2;7
            100 und älter;21;4;17
453     Cloppenburg              ;;;
 ;;;
            Insgesamt;167925;84931;82994
 ;;;
             0 -  1;1915;961;954
             1 -  2;1901;960;941
             2 -  3;1889;940;949
             3 -  4;1821;952;869
             4 -  5;1734;901;833
             5 -  6;1742;881;861
             6 -  7;1774;906;868
             7 -  8;1764;897;867
             8 -  9;1810;926;884
             9 - 10;1816;931;885
            10 - 11;1856;973;883
            11 - 12;1870;969;901
            12 - 13;1926;1007;919
            13 - 14;2045;1021;1024
            14 - 15;1991;1045;946
            15 - 16;2141;1123;1018
            16 - 17;2192;1125;1067
            17 - 18;2220;1147;1073
            18 - 19;2321;1247;1074
            19 - 20;2248;1205;1043
            20 - 21;2367;1275;1092
            21 - 22;2254;1177;1077
            22 - 23;2177;1159;1018
            23 - 24;2167;1122;1045
            24 - 25;2197;1165;1032
            25 - 26;2277;1250;1027
            26 - 27;2176;1178;998
            27 - 28;2305;1206;1099
            28 - 29;2189;1162;1027
            29 - 30;2179;1145;1034
            30 - 31;2239;1203;1036
            31 - 32;2231;1183;1048
            32 - 33;2013;1050;963
            33 - 34;2077;1142;935
            34 - 35;2091;1105;986
            35 - 36;2128;1091;1037
            36 - 37;2088;1111;977
            37 - 38;2087;1069;1018
            38 - 39;1969;1010;959
            39 - 40;1958;1016;942
            40 - 41;1940;992;948
            41 - 42;1959;974;985
            42 - 43;1938;1014;924
            43 - 44;2060;1094;966
            44 - 45;2063;1038;1025
            45 - 46;2174;1100;1074
            46 - 47;2327;1172;1155
            47 - 48;2538;1336;1202
            48 - 49;2582;1345;1237
            49 - 50;2735;1418;1317
            50 - 51;2827;1447;1380
            51 - 52;2806;1460;1346
            52 - 53;2750;1435;1315
            53 - 54;2822;1444;1378
            54 - 55;2710;1397;1313
            55 - 56;2575;1314;1261
            56 - 57;2708;1368;1340
            57 - 58;2561;1293;1268
            58 - 59;2356;1225;1131
            59 - 60;2290;1134;1156
            60 - 61;2176;1088;1088
            61 - 62;2084;1028;1056
            62 - 63;1960;992;968
            63 - 64;1863;920;943
            64 - 65;1770;922;848
            65 - 66;1675;840;835
            66 - 67;1708;886;822
            67 - 68;1636;821;815
            68 - 69;1571;782;789
            69 - 70;1312;638;674
            70 - 71;1182;608;574
            71 - 72;1101;555;546
            72 - 73;737;346;391
            73 - 74;976;472;504
            74 - 75;1046;496;550
            75 - 76;1049;453;596
            76 - 77;1318;573;745
            77 - 78;1363;601;762
            78 - 79;1325;587;738
            79 - 80;1232;517;715
            80 - 81;1104;470;634
            81 - 82;963;394;569
            82 - 83;893;325;568
            83 - 84;810;328;482
            84 - 85;661;254;407
            85 - 86;560;235;325
            86 - 87;603;202;401
            87 - 88;484;160;324
            88 - 89;408;137;271
            89 - 90;375;118;257
            90 - 91;310;89;221
            91 - 92;208;49;159
            92 - 93;157;36;121
            93 - 94;130;24;106
            94 - 95;99;25;74
            95 - 96;68;11;57
            96 - 97;47;7;40
            97 - 98;45;3;42
            98 - 99;16;2;14
            99 - 100;13;1;12
            100 und älter;21;-;21
454     Emsland                  ;;;
 ;;;
            Insgesamt;323636;164534;159102
 ;;;
             0 -  1;3294;1658;1636
             1 -  2;3316;1673;1643
             2 -  3;3022;1545;1477
             3 -  4;3138;1614;1524
             4 -  5;2945;1497;1448
             5 -  6;3009;1536;1473
             6 -  7;2987;1549;1438
             7 -  8;3030;1545;1485
             8 -  9;3101;1589;1512
             9 - 10;3192;1624;1568
            10 - 11;3165;1637;1528
            11 - 12;3231;1671;1560
            12 - 13;3401;1766;1635
            13 - 14;3470;1753;1717
            14 - 15;3425;1736;1689
            15 - 16;3686;1884;1802
            16 - 17;3706;1944;1762
            17 - 18;4043;2114;1929
            18 - 19;4084;2211;1873
            19 - 20;3895;2043;1852
            20 - 21;3925;2134;1791
            21 - 22;3924;2106;1818
            22 - 23;3682;2044;1638
            23 - 24;3782;2102;1680
            24 - 25;3929;2172;1757
            25 - 26;3996;2115;1881
            26 - 27;4057;2239;1818
            27 - 28;4130;2280;1850
            28 - 29;4156;2248;1908
            29 - 30;4135;2269;1866
            30 - 31;4154;2270;1884
            31 - 32;4162;2239;1923
            32 - 33;3990;2059;1931
            33 - 34;3827;2099;1728
            34 - 35;3987;2057;1930
            35 - 36;3911;2108;1803
            36 - 37;3939;2101;1838
            37 - 38;3969;2016;1953
            38 - 39;3836;1995;1841
            39 - 40;3854;2003;1851
            40 - 41;3845;2060;1785
            41 - 42;3901;2041;1860
            42 - 43;3748;1996;1752
            43 - 44;3962;2060;1902
            44 - 45;4038;2106;1932
            45 - 46;4320;2250;2070
            46 - 47;4737;2403;2334
            47 - 48;4901;2499;2402
            48 - 49;5151;2664;2487
            49 - 50;5297;2784;2513
            50 - 51;5551;2843;2708
            51 - 52;5557;2928;2629
            52 - 53;5620;2899;2721
            53 - 54;5398;2770;2628
            54 - 55;5374;2744;2630
            55 - 56;5105;2665;2440
            56 - 57;5108;2559;2549
            57 - 58;4906;2494;2412
            58 - 59;4783;2437;2346
            59 - 60;4619;2367;2252
            60 - 61;4478;2207;2271
            61 - 62;4242;2121;2121
            62 - 63;4139;2100;2039
            63 - 64;3954;1932;2022
            64 - 65;3846;1948;1898
            65 - 66;3852;1908;1944
            66 - 67;3672;1845;1827
            67 - 68;3450;1755;1695
            68 - 69;3547;1776;1771
            69 - 70;3141;1578;1563
            70 - 71;2777;1364;1413
            71 - 72;2605;1249;1356
            72 - 73;1894;935;959
            73 - 74;2556;1192;1364
            74 - 75;2531;1230;1301
            75 - 76;2518;1197;1321
            76 - 77;2880;1347;1533
            77 - 78;3065;1415;1650
            78 - 79;2897;1279;1618
            79 - 80;2659;1198;1461
            80 - 81;2394;1069;1325
            81 - 82;2117;908;1209
            82 - 83;1902;746;1156
            83 - 84;1659;667;992
            84 - 85;1306;500;806
            85 - 86;1244;461;783
            86 - 87;1138;401;737
            87 - 88;987;340;647
            88 - 89;845;267;578
            89 - 90;797;256;541
            90 - 91;540;150;390
            91 - 92;446;124;322
            92 - 93;356;90;266
            93 - 94;247;70;177
            94 - 95;185;37;148
            95 - 96;119;18;101
            96 - 97;100;18;82
            97 - 98;65;9;56
            98 - 99;30;5;25
            99 - 100;18;2;16
            100 und älter;32;6;26
455     Friesland                ;;;
 ;;;
            Insgesamt;98509;48109;50400
 ;;;
             0 -  1;796;408;388
             1 -  2;901;456;445
             2 -  3;862;479;383
             3 -  4;795;396;399
             4 -  5;789;388;401
             5 -  6;821;452;369
             6 -  7;806;418;388
             7 -  8;823;429;394
             8 -  9;812;417;395
             9 - 10;831;430;401
            10 - 11;851;454;397
            11 - 12;816;420;396
            12 - 13;819;420;399
            13 - 14;947;482;465
            14 - 15;933;483;450
            15 - 16;994;509;485
            16 - 17;1047;552;495
            17 - 18;1134;594;540
            18 - 19;1129;596;533
            19 - 20;1105;564;541
            20 - 21;1046;549;497
            21 - 22;920;487;433
            22 - 23;945;538;407
            23 - 24;987;546;441
            24 - 25;917;525;392
            25 - 26;913;458;455
            26 - 27;913;452;461
            27 - 28;980;488;492
            28 - 29;976;507;469
            29 - 30;964;484;480
            30 - 31;970;493;477
            31 - 32;964;479;485
            32 - 33;930;432;498
            33 - 34;940;472;468
            34 - 35;914;448;466
            35 - 36;926;469;457
            36 - 37;985;461;524
            37 - 38;991;498;493
            38 - 39;928;434;494
            39 - 40;974;468;506
            40 - 41;978;482;496
            41 - 42;1004;476;528
            42 - 43;1060;524;536
            43 - 44;975;477;498
            44 - 45;1064;514;550
            45 - 46;1161;550;611
            46 - 47;1410;683;727
            47 - 48;1444;705;739
            48 - 49;1616;821;795
            49 - 50;1758;849;909
            50 - 51;1782;856;926
            51 - 52;1795;872;923
            52 - 53;1730;877;853
            53 - 54;1908;947;961
            54 - 55;1764;843;921
            55 - 56;1685;826;859
            56 - 57;1652;781;871
            57 - 58;1584;780;804
            58 - 59;1573;786;787
            59 - 60;1401;653;748
            60 - 61;1338;664;674
            61 - 62;1326;640;686
            62 - 63;1273;627;646
            63 - 64;1330;651;679
            64 - 65;1365;643;722
            65 - 66;1351;673;678
            66 - 67;1273;613;660
            67 - 68;1380;666;714
            68 - 69;1373;635;738
            69 - 70;1314;633;681
            70 - 71;1183;549;634
            71 - 72;1189;553;636
            72 - 73;891;447;444
            73 - 74;1181;550;631
            74 - 75;1110;544;566
            75 - 76;1100;562;538
            76 - 77;1330;660;670
            77 - 78;1365;662;703
            78 - 79;1286;571;715
            79 - 80;1195;543;652
            80 - 81;1109;511;598
            81 - 82;935;399;536
            82 - 83;833;353;480
            83 - 84;659;288;371
            84 - 85;502;203;299
            85 - 86;466;180;286
            86 - 87;404;151;253
            87 - 88;407;146;261
            88 - 89;328;118;210
            89 - 90;286;94;192
            90 - 91;251;77;174
            91 - 92;182;47;135
            92 - 93;152;37;115
            93 - 94;114;20;94
            94 - 95;84;24;60
            95 - 96;81;21;60
            96 - 97;48;10;38
            97 - 98;33;5;28
            98 - 99;19;-;19
            99 - 100;8;1;7
            100 und älter;17;1;16
456     Grafschaft Bentheim      ;;;
 ;;;
            Insgesamt;135859;67945;67914
 ;;;
             0 -  1;1326;699;627
             1 -  2;1240;624;616
             2 -  3;1290;664;626
             3 -  4;1340;673;667
             4 -  5;1282;675;607
             5 -  6;1246;630;616
             6 -  7;1231;642;589
             7 -  8;1356;673;683
             8 -  9;1343;690;653
             9 - 10;1366;680;686
            10 - 11;1288;686;602
            11 - 12;1375;703;672
            12 - 13;1392;708;684
            13 - 14;1454;744;710
            14 - 15;1454;750;704
            15 - 16;1500;785;715
            16 - 17;1591;828;763
            17 - 18;1618;848;770
            18 - 19;1681;866;815
            19 - 20;1607;869;738
            20 - 21;1603;852;751
            21 - 22;1557;859;698
            22 - 23;1485;822;663
            23 - 24;1470;756;714
            24 - 25;1572;858;714
            25 - 26;1504;795;709
            26 - 27;1554;840;714
            27 - 28;1598;858;740
            28 - 29;1514;802;712
            29 - 30;1599;845;754
            30 - 31;1624;808;816
            31 - 32;1545;784;761
            32 - 33;1482;779;703
            33 - 34;1458;766;692
            34 - 35;1562;787;775
            35 - 36;1539;778;761
            36 - 37;1514;730;784
            37 - 38;1616;789;827
            38 - 39;1515;798;717
            39 - 40;1501;790;711
            40 - 41;1496;774;722
            41 - 42;1569;783;786
            42 - 43;1532;794;738
            43 - 44;1605;805;800
            44 - 45;1595;779;816
            45 - 46;1840;921;919
            46 - 47;1968;956;1012
            47 - 48;2017;1030;987
            48 - 49;2203;1097;1106
            49 - 50;2348;1174;1174
            50 - 51;2331;1159;1172
            51 - 52;2452;1213;1239
            52 - 53;2450;1248;1202
            53 - 54;2387;1204;1183
            54 - 55;2411;1240;1171
            55 - 56;2226;1135;1091
            56 - 57;2242;1152;1090
            57 - 58;2041;1061;980
            58 - 59;2054;1054;1000
            59 - 60;1846;939;907
            60 - 61;1788;888;900
            61 - 62;1862;939;923
            62 - 63;1761;856;905
            63 - 64;1723;861;862
            64 - 65;1557;770;787
            65 - 66;1645;819;826
            66 - 67;1671;818;853
            67 - 68;1588;748;840
            68 - 69;1562;797;765
            69 - 70;1419;686;733
            70 - 71;1266;637;629
            71 - 72;1171;586;585
            72 - 73;876;444;432
            73 - 74;1182;574;608
            74 - 75;1147;561;586
            75 - 76;1053;489;564
            76 - 77;1297;621;676
            77 - 78;1303;590;713
            78 - 79;1352;620;732
            79 - 80;1219;534;685
            80 - 81;1043;446;597
            81 - 82;998;436;562
            82 - 83;881;359;522
            83 - 84;849;375;474
            84 - 85;632;244;388
            85 - 86;607;249;358
            86 - 87;565;198;367
            87 - 88;533;167;366
            88 - 89;413;143;270
            89 - 90;333;119;214
            90 - 91;306;102;204
            91 - 92;230;62;168
            92 - 93;170;47;123
            93 - 94;137;34;103
            94 - 95;90;18;72
            95 - 96;80;27;53
            96 - 97;58;13;45
            97 - 98;41;11;30
            98 - 99;24;3;21
            99 - 100;6;2;4
            100 und älter;16;1;15
457     Leer                     ;;;
 ;;;
            Insgesamt;168946;84297;84649
 ;;;
             0 -  1;1583;843;740
             1 -  2;1630;832;798
             2 -  3;1486;769;717
             3 -  4;1514;773;741
             4 -  5;1524;795;729
             5 -  6;1512;780;732
             6 -  7;1443;749;694
             7 -  8;1498;748;750
             8 -  9;1548;792;756
             9 - 10;1541;779;762
            10 - 11;1617;833;784
            11 - 12;1554;764;790
            12 - 13;1676;872;804
            13 - 14;1697;856;841
            14 - 15;1798;887;911
            15 - 16;1835;974;861
            16 - 17;1889;988;901
            17 - 18;2068;1028;1040
            18 - 19;2062;1069;993
            19 - 20;2033;1101;932
            20 - 21;2005;1046;959
            21 - 22;1907;1005;902
            22 - 23;1898;1028;870
            23 - 24;1835;918;917
            24 - 25;1980;1077;903
            25 - 26;1850;987;863
            26 - 27;1919;974;945
            27 - 28;1995;1072;923
            28 - 29;1987;1036;951
            29 - 30;2099;1103;996
            30 - 31;2058;1110;948
            31 - 32;2008;1080;928
            32 - 33;1838;985;853
            33 - 34;1816;942;874
            34 - 35;1949;1044;905
            35 - 36;1902;969;933
            36 - 37;1990;1041;949
            37 - 38;1948;1020;928
            38 - 39;1845;992;853
            39 - 40;1834;948;886
            40 - 41;1772;913;859
            41 - 42;1891;954;937
            42 - 43;1839;934;905
            43 - 44;1893;944;949
            44 - 45;2039;1036;1003
            45 - 46;2288;1133;1155
            46 - 47;2494;1230;1264
            47 - 48;2645;1353;1292
            48 - 49;2766;1360;1406
            49 - 50;2814;1455;1359
            50 - 51;2945;1494;1451
            51 - 52;2913;1458;1455
            52 - 53;2979;1529;1450
            53 - 54;2997;1528;1469
            54 - 55;2905;1436;1469
            55 - 56;2712;1382;1330
            56 - 57;2803;1384;1419
            57 - 58;2542;1264;1278
            58 - 59;2452;1188;1264
            59 - 60;2466;1171;1295
            60 - 61;2331;1127;1204
            61 - 62;2240;1120;1120
            62 - 63;2096;1044;1052
            63 - 64;2174;1079;1095
            64 - 65;2118;1048;1070
            65 - 66;2104;1070;1034
            66 - 67;2073;1004;1069
            67 - 68;2041;1004;1037
            68 - 69;2167;1074;1093
            69 - 70;1853;928;925
            70 - 71;1671;820;851
            71 - 72;1723;818;905
            72 - 73;1153;549;604
            73 - 74;1563;727;836
            74 - 75;1598;791;807
            75 - 76;1428;677;751
            76 - 77;1731;828;903
            77 - 78;1850;818;1032
            78 - 79;1673;750;923
            79 - 80;1599;725;874
            80 - 81;1339;596;743
            81 - 82;1213;511;702
            82 - 83;1132;458;674
            83 - 84;1013;411;602
            84 - 85;712;278;434
            85 - 86;683;254;429
            86 - 87;611;237;374
            87 - 88;578;189;389
            88 - 89;439;155;284
            89 - 90;416;123;293
            90 - 91;341;107;234
            91 - 92;287;87;200
            92 - 93;208;46;162
            93 - 94;138;29;109
            94 - 95;108;21;87
            95 - 96;86;20;66
            96 - 97;54;8;46
            97 - 98;35;5;30
            98 - 99;22;4;18
            99 - 100;2;1;1
            100 und älter;17;1;16
458     Oldenburg                ;;;
 ;;;
            Insgesamt;129924;64502;65422
 ;;;
             0 -  1;1184;585;599
             1 -  2;1224;658;566
             2 -  3;1111;545;566
             3 -  4;1126;568;558
             4 -  5;1163;568;595
             5 -  6;1178;597;581
             6 -  7;1104;578;526
             7 -  8;1149;597;552
             8 -  9;1274;661;613
             9 - 10;1194;630;564
            10 - 11;1191;607;584
            11 - 12;1247;620;627
            12 - 13;1285;695;590
            13 - 14;1360;697;663
            14 - 15;1285;703;582
            15 - 16;1436;735;701
            16 - 17;1518;795;723
            17 - 18;1608;822;786
